A,1420013428,-1.431778,14.768814,2.843933,3
G,1420349121,2.1421509,-1.6690216,-1.0561066,3
A,1430053711,-2.0005493,14.88649,2.1182404,3
G,1430389404,1.7084503,-1.6690216,-1.0561066,3
M,1432769775,12.498474,-52.082825,-33.917236,0
A,1440307617,-1.9221039,14.690369,0.8825989,3
G,1440643311,1.7084503,-0.74417114,-1.1062012,3
M,1450225830,11.979675,-53.98407,-34.750366,0
A,1450714111,-1.7651978,14.435394,-0.7649231,3
G,1451019287,1.187973,0.08781433,-1.1660614,3
A,1460296631,-1.3337097,14.18042,-2.3143768,3
G,1460632324,0.5722351,0.6192627,-1.243042,3
M,1466979981,12.843323,-54.156494,-34.916687,0
A,1470367432,-0.86299133,13.984283,-2.843933,3
G,1470672607,-0.08135986,0.54107666,-1.3529816,3
A,1480438232,-0.6864624,13.631241,-2.020172,3
G,1480773926,-0.80096436,-0.0037994385,-1.5020294,3
M,1484191895,14.744568,-53.292847,-38.41095,0
A,1490509033,-1.0787354,13.042847,-0.47071838,3
G,1490844727,-1.5608826,-0.4326172,-1.6632996,3
M,1500488281,14.918518,-51.045227,-38.909912,0
A,1501037598,-1.647522,12.415222,1.470993,3
G,1501403809,-2.2377014,-0.32510376,-1.8258057,3
A,1510650635,-2.0986176,11.944504,3.2361908,3
G,1510955811,-2.7202911,0.21365356,-2.0261536,3
M,1516662598,17.338562,-51.3916,-40.907288,0
A,1520721436,-2.4124298,12.14064,4.6287384,3
G,1521057129,-2.943863,0.8000946,-2.2680664,3
A,1530822754,-3.2558136,12.277924,5.256363,3
G,1531127930,-2.8375854,1.0187836,-2.4989777,3
M,1533477783,19.758606,-48.625183,-40.242004,0
A,1540893555,-4.805252,12.179855,5.4328766,3
G,1541198731,-2.4649506,0.5948334,-2.5954742,3
M,1550811768,20.968628,-48.106384,-40.740967,0
A,1551330566,-6.2762604,12.14064,8.198364,3
G,1551666260,-1.8589783,-0.21636963,-2.2814941,3
A,1561004639,-6.001663,11.4149475,9.590897,3
G,1561340332,-0.80708313,-0.38864136,-1.4531708,3
M,1566986084,21.659851,-49.48883,-42.404175,0
A,1571075439,-4.609131,8.963272,7.492279,3
G,1571380615,1.1904297,-0.39964294,-0.75312805,3
A,1581146240,-2.843933,6.3350983,4.432602,3
G,1581451416,3.0413513,-0.39964294,-0.75312805,3
M,1583709717,22.695923,-51.564026,-39.076233,0
A,1591217041,-1.8828735,5.2759705,2.0005493,3
G,1591522217,3.0413513,-0.530365,-0.5026703,3
M,1601104736,23.042297,-52.600098,-37.078857,0
A,1601562500,-2.6477966,6.0997314,-0.09806824,3
G,1601867676,3.753601,-0.32144165,-0.3890381,3
A,1611938477,-3.3734894,7.727646,-1.0983429,3
G,1612243652,3.6180115,0.6754608,-0.1312561,3
M,1617279053,22.0047,-53.98407,-36.080933,0
A,1621429443,-3.4127197,9.002502,-1.2356415,3
G,1621734619,3.0327911,1.9961395,0.2841034,3
A,1631469727,-2.0397797,10.06163,-1.647522,3
G,1631774902,2.3987274,2.240509,0.66526794,3
M,1634063721,22.0047,-56.748962,-35.083008,0
A,1641571045,-0.21574402,12.258316,-1.431778,3
G,1641906738,1.9992065,1.0346375,0.7214813,3
M,1651458740,22.0047,-56.748962,-34.750366,0
A,1651947022,0.15690613,12.80748,-1.6082916,3
G,1652282715,1.6974487,-0.14186096,0.32807922,3
A,1661712647,-0.43148804,14.043121,-3.1381226,3
G,1662048340,1.5447235,-1.103363,-0.19355774,3
M,1667663574,20.794678,-57.614136,-34.251404,0
A,1671783447,-1.0787354,14.317703,-2.961609,3
G,1672088623,1.6021423,-1.4466553,-0.4598999,3
A,1681823731,-1.8436432,13.552795,-2.2751465,3
G,1682159424,1.1024628,-1.1534424,-0.6138458,3
M,1684417725,21.832275,-57.26776,-33.251953,0
A,1691925049,-1.8436432,12.591736,-2.0397797,3
G,1692230225,0.5086975,-0.83457947,-0.5979614,3
